Name,CGPA,Budget_Preference,Education_Level,Country_Preference,Domain_Area,Scholarship_Name,Scholarship_Type,Scholarship_Budget,Education_Preference,Country_of_Scholarship,Eligible_Domain,Target
Person2944,3.41,9500,PhD,Australia,Computer Science,Scholarship2944,Need-Based,1000,Bachelor,UK,Computer Science,0
Person2514,2.81,6500,Bachelor,USA,Chemistry,Scholarship2514,Need-Based,3000,Master,Canada,Medical Research,0
Person2213,3.89,7500,Bachelor,USA,History,Scholarship2213,Merit-Based,6000,Master,Australia,Business Administration,0
Person2505,3.17,7000,Bachelor,USA,Medical Research,Scholarship2505,Need-Based,1000,Bachelor,Australia,Finance,0
Person1986,3.61,5500,Master,UK,Chemistry,Scholarship1986,Need-Based,1500,Bachelor,UK,Electrical Engineering,0
Person548,3.24,2500,Master,USA,Finance,Scholarship548,Merit-Based,1000,Bachelor,Australia,Physics,0
Person2240,3.95,6000,Bachelor,Australia,Electrical Engineering,Scholarship2240,Need-Based,500,Master,Canada,Physics,0
Person2853,3.35,6000,Master,USA,Fine Arts,Scholarship2853,Merit-Based,3000,PhD,Australia,Chemistry,0
Person217,3.75,6500,Master,UK,Physics,Scholarship217,Need-Based,4000,Master,USA,Physics,1
Person2516,3.93,5000,Master,Australia,Fine Arts,Scholarship2516,Merit-Based,4500,Master,USA,Medical Science,0
Person1756,3.15,7500,Master,USA,Physics,Scholarship1756,Merit-Based,8500,Bachelor,UK,Electrical Engineering,0
Person1873,2.84,500,PhD,USA,Chemistry,Scholarship1873,Merit-Based,7500,Master,Australia,Medical Research,0
Person1588,3.58,1000,Bachelor,UK,Fine Arts,Scholarship1588,Need-Based,7500,PhD,USA,Computer Science,0
Person815,2.9,4500,PhD,USA,Electrical Engineering,Scholarship815,Merit-Based,4500,PhD,UK,Electrical Engineering,1
Person2007,2.6,6000,PhD,Canada,Medical Research,Scholarship2007,Need-Based,5000,Bachelor,UK,Finance,0
Person1955,2.67,9000,Bachelor,Australia,Medical Science,Scholarship1955,Merit-Based,9500,Master,USA,Business Administration,0
Person1401,3.5,8500,PhD,USA,Electrical Engineering,Scholarship1401,Need-Based,3000,PhD,USA,Fine Arts,0
Person2029,2.66,2500,PhD,USA,Computer Science,Scholarship2029,Merit-Based,4500,Master,USA,Finance,0
Person377,3.4,8500,PhD,Australia,Electrical Engineering,Scholarship377,Need-Based,6500,Bachelor,UK,Electrical Engineering,0
Person1543,3.4,5500,Bachelor,Canada,History,Scholarship1543,Need-Based,9500,Bachelor,Australia,Finance,0
Person160,3.95,3500,Bachelor,UK,Physics,Scholarship160,Need-Based,9000,Master,USA,Fine Arts,0
Person2635,2.95,3500,Bachelor,Australia,Physics,Scholarship2635,Merit-Based,8000,PhD,Canada,Electrical Engineering,0
Person949,3.64,7500,PhD,Canada,Computer Science,Scholarship949,Need-Based,5500,Master,Canada,Chemistry,0
Person2548,3.49,4500,Bachelor,USA,Chemistry,Scholarship2548,Need-Based,1000,PhD,Australia,Finance,0
Person2946,3.45,5500,Master,Australia,Fine Arts,Scholarship2946,Merit-Based,3000,PhD,Australia,Business Administration,0
Person1549,2.65,7500,PhD,Australia,Medical Science,Scholarship1549,Merit-Based,9000,Master,Canada,Business Administration,0
Person1704,2.74,7500,Master,USA,Electrical Engineering,Scholarship1704,Need-Based,3000,Master,UK,Physics,0
Person2733,2.75,1000,PhD,UK,Chemistry,Scholarship2733,Need-Based,1000,Bachelor,Canada,Finance,0
Person1238,3.55,1000,Bachelor,Canada,Physics,Scholarship1238,Need-Based,9500,Master,Australia,Chemistry,0
Person1183,3.5,500,Master,USA,Medical Science,Scholarship1183,Need-Based,5000,Bachelor,USA,Physics,0
Person1466,3.8,1000,Bachelor,Canada,Medical Science,Scholarship1466,Merit-Based,5500,PhD,Canada,Business Administration,0
Person972,3.98,9500,Master,UK,Fine Arts,Scholarship972,Need-Based,9000,Bachelor,Australia,Physics,0
Person426,3.85,1000,Master,USA,Medical Research,Scholarship426,Merit-Based,7000,Master,USA,Business Administration,0
Person1897,2.76,7000,Bachelor,USA,Fine Arts,Scholarship1897,Need-Based,5500,PhD,Canada,Fine Arts,0
Person2822,3.27,9500,PhD,USA,Physics,Scholarship2822,Merit-Based,9500,Bachelor,Australia,Physics,0
Person481,3.76,9000,Master,Canada,Physics,Scholarship481,Need-Based,1500,PhD,USA,Electrical Engineering,0
Person2820,2.89,7500,Master,Canada,Finance,Scholarship2820,Merit-Based,6500,Bachelor,Australia,Business Administration,0
Person2543,3.29,4500,PhD,USA,Computer Science,Scholarship2543,Merit-Based,5000,Bachelor,UK,History,0
Person1330,3.6,3500,Bachelor,Australia,Chemistry,Scholarship1330,Merit-Based,9500,Bachelor,Australia,Finance,0
Person504,3.71,8000,Bachelor,Canada,Finance,Scholarship504,Merit-Based,2000,PhD,UK,Chemistry,0
Person1296,2.94,9000,Bachelor,Canada,Chemistry,Scholarship1296,Merit-Based,2500,Master,USA,Medical Research,0
Person692,3.43,6000,PhD,Canada,Electrical Engineering,Scholarship692,Need-Based,7500,Bachelor,Canada,Business Administration,0
Person1844,3.37,4000,Bachelor,USA,Chemistry,Scholarship1844,Need-Based,6500,Bachelor,UK,Medical Science,0
Person1582,3.33,6000,Bachelor,Canada,Chemistry,Scholarship1582,Need-Based,6000,Master,UK,Medical Research,0
Person676,2.58,7000,Bachelor,UK,Fine Arts,Scholarship676,Need-Based,7000,Bachelor,Canada,Medical Science,0
Person2624,3.17,6000,PhD,Canada,Physics,Scholarship2624,Merit-Based,3000,Master,Australia,Computer Science,0
Person1922,3.53,6000,PhD,UK,Physics,Scholarship1922,Need-Based,2500,Master,Australia,Medical Science,0
Person1356,3.22,8500,PhD,Canada,Medical Research,Scholarship1356,Merit-Based,500,Master,USA,Medical Science,0
Person2483,3.11,7500,Bachelor,USA,Computer Science,Scholarship2483,Need-Based,8500,PhD,UK,Computer Science,0
Person1771,3.16,8500,PhD,UK,Medical Research,Scholarship1771,Merit-Based,8500,Bachelor,USA,Medical Research,0
Person1040,2.83,7500,Master,Canada,History,Scholarship1040,Need-Based,2500,Master,Australia,Medical Research,0
Person388,3.64,3500,Bachelor,USA,Business Administration,Scholarship388,Need-Based,8000,Bachelor,Canada,Medical Research,0
Person348,2.76,6500,PhD,UK,Physics,Scholarship348,Merit-Based,3000,Bachelor,UK,Computer Science,0
Person370,3.03,6000,PhD,UK,Chemistry,Scholarship370,Merit-Based,6000,Master,Canada,Fine Arts,0
Person1013,2.95,9500,Master,USA,Medical Research,Scholarship1013,Merit-Based,9000,Master,USA,History,0
Person1482,3.13,2000,Bachelor,Australia,Electrical Engineering,Scholarship1482,Need-Based,8000,Master,USA,Computer Science,0
Person1477,3.98,3000,PhD,Australia,Finance,Scholarship1477,Merit-Based,2500,PhD,USA,Medical Research,0
Person2359,2.76,4500,Bachelor,Canada,Finance,Scholarship2359,Merit-Based,8500,Bachelor,Australia,Business Administration,0
Person2137,3.95,3000,PhD,Australia,Chemistry,Scholarship2137,Merit-Based,1000,PhD,Australia,Chemistry,1
Person2087,2.74,500,PhD,Canada,Chemistry,Scholarship2087,Merit-Based,9500,Master,Canada,History,0
Person371,3.0,6000,Bachelor,Australia,Physics,Scholarship371,Merit-Based,7000,Bachelor,Australia,Electrical Engineering,0
Person1463,3.74,5500,PhD,USA,Electrical Engineering,Scholarship1463,Need-Based,6000,Bachelor,Australia,Computer Science,0
Person1755,2.61,5500,PhD,UK,Medical Research,Scholarship1755,Need-Based,9500,Bachelor,Canada,Fine Arts,0
Person335,3.71,4000,Bachelor,USA,Business Administration,Scholarship335,Need-Based,5500,PhD,UK,Physics,0
Person1259,3.28,9500,Bachelor,Canada,History,Scholarship1259,Need-Based,2000,Bachelor,UK,Medical Research,0
Person1209,3.18,9500,PhD,Australia,Finance,Scholarship1209,Need-Based,1500,PhD,USA,Physics,0
Person2102,3.09,1000,Bachelor,UK,Fine Arts,Scholarship2102,Need-Based,9000,Master,UK,Chemistry,0
Person1419,3.22,5500,Master,UK,Finance,Scholarship1419,Merit-Based,4000,Master,USA,Electrical Engineering,0
Person266,3.11,1500,Bachelor,Australia,History,Scholarship266,Merit-Based,2000,Master,Canada,Medical Science,0
Person1895,3.01,7000,Bachelor,Australia,Medical Science,Scholarship1895,Merit-Based,3500,PhD,Canada,Computer Science,0
Person969,2.6,4500,Master,Australia,Finance,Scholarship969,Need-Based,8500,PhD,Australia,Physics,0
Person1941,3.25,4000,Master,UK,Medical Research,Scholarship1941,Need-Based,6500,PhD,Australia,Business Administration,0
Person1994,2.64,4500,Master,Canada,Fine Arts,Scholarship1994,Merit-Based,5500,PhD,Canada,Chemistry,0
Person2028,3.02,5500,PhD,Canada,Electrical Engineering,Scholarship2028,Merit-Based,6500,Bachelor,USA,Physics,0
Person840,3.82,5500,Bachelor,USA,Medical Science,Scholarship840,Merit-Based,1000,Master,Australia,Computer Science,0
Person2095,2.92,9000,Bachelor,UK,Computer Science,Scholarship2095,Merit-Based,2500,Bachelor,USA,Physics,0
Person1916,2.76,6000,PhD,UK,Electrical Engineering,Scholarship1916,Merit-Based,5500,Bachelor,USA,Medical Research,0
Person70,2.52,6000,PhD,Canada,Medical Research,Scholarship70,Need-Based,3500,Master,UK,Computer Science,0
Person1711,3.79,4500,PhD,USA,Medical Research,Scholarship1711,Merit-Based,8500,Master,UK,Physics,0
Person2961,3.26,1000,PhD,Canada,Medical Research,Scholarship2961,Merit-Based,500,PhD,Australia,Chemistry,0
Person1553,2.78,2500,Bachelor,Canada,History,Scholarship1553,Merit-Based,3000,PhD,Canada,History,0
Person177,2.64,1000,PhD,UK,Chemistry,Scholarship177,Merit-Based,6000,Master,Australia,Medical Research,0
Person1282,3.06,500,Bachelor,USA,Physics,Scholarship1282,Merit-Based,9000,PhD,Canada,History,0
Person494,3.19,1000,Bachelor,Australia,Electrical Engineering,Scholarship494,Merit-Based,3000,PhD,USA,Physics,0
Person2602,3.77,5000,PhD,USA,History,Scholarship2602,Merit-Based,9500,Master,Canada,Fine Arts,0
Person2269,3.21,500,PhD,Australia,History,Scholarship2269,Merit-Based,1500,Master,UK,Business Administration,0
Person509,3.49,500,PhD,Canada,Finance,Scholarship509,Need-Based,2500,Bachelor,Canada,Computer Science,0
Person474,3.58,9500,Bachelor,USA,Physics,Scholarship474,Merit-Based,8000,PhD,Canada,Medical Research,0
Person1608,3.92,7500,Bachelor,USA,Chemistry,Scholarship1608,Merit-Based,1000,Bachelor,UK,Medical Research,0
Person1834,3.91,7000,Bachelor,Australia,Electrical Engineering,Scholarship1834,Merit-Based,6500,Bachelor,Australia,Fine Arts,0
Person1256,2.62,8000,Bachelor,UK,Medical Science,Scholarship1256,Need-Based,8000,Master,Canada,Physics,0
Person2620,3.4,1500,PhD,Australia,Finance,Scholarship2620,Merit-Based,9000,Master,Canada,Chemistry,0
Person1121,2.74,6000,Bachelor,USA,Chemistry,Scholarship1121,Need-Based,500,PhD,Australia,Physics,0
Person2794,2.69,2000,PhD,USA,Finance,Scholarship2794,Merit-Based,500,Master,UK,Chemistry,0
Person1332,3.76,2500,Bachelor,UK,Finance,Scholarship1332,Merit-Based,6500,Master,UK,Medical Science,0
Person447,3.02,1500,Master,Australia,Medical Science,Scholarship447,Merit-Based,2500,PhD,USA,Chemistry,0
Person41,3.59,8500,Master,Australia,Business Administration,Scholarship41,Merit-Based,3000,PhD,Canada,History,0
Person2613,2.82,4500,PhD,Canada,Fine Arts,Scholarship2613,Merit-Based,6000,Master,Canada,Chemistry,0
Person1471,3.69,5000,Bachelor,Canada,Computer Science,Scholarship1471,Merit-Based,7500,Master,Canada,Medical Research,0
Person1266,3.53,4500,Bachelor,UK,Computer Science,Scholarship1266,Merit-Based,4000,PhD,Canada,Physics,0
Person2159,3.78,500,Bachelor,UK,Chemistry,Scholarship2159,Need-Based,8500,Bachelor,USA,Medical Research,0
Person1153,3.34,4000,PhD,USA,Business Administration,Scholarship1153,Merit-Based,6500,Bachelor,Canada,Business Administration,0
Person1572,3.01,6500,PhD,Australia,Electrical Engineering,Scholarship1572,Merit-Based,5000,PhD,Australia,History,0
Person1091,3.06,9500,Bachelor,Australia,Fine Arts,Scholarship1091,Merit-Based,7500,Master,Australia,Medical Science,0
Person384,2.62,500,Bachelor,USA,Business Administration,Scholarship384,Merit-Based,7500,Bachelor,Canada,History,0
Person529,3.1,5000,PhD,USA,Business Administration,Scholarship529,Need-Based,3000,Bachelor,Australia,Computer Science,0
Person824,3.12,8500,Master,UK,Chemistry,Scholarship824,Need-Based,9500,Master,UK,Fine Arts,0
Person1863,2.75,1500,Master,UK,Medical Science,Scholarship1863,Merit-Based,9500,Bachelor,Canada,Fine Arts,0
Person490,3.53,4500,PhD,USA,Fine Arts,Scholarship490,Need-Based,5500,Bachelor,Australia,Business Administration,0
Person587,3.47,2000,Master,UK,History,Scholarship587,Merit-Based,6000,Bachelor,Australia,Business Administration,0
Person2700,3.27,500,PhD,USA,Business Administration,Scholarship2700,Merit-Based,6500,Master,USA,Computer Science,0
Person2727,3.93,3000,Master,Australia,Physics,Scholarship2727,Need-Based,7000,Master,UK,Medical Science,0
Person871,3.38,7000,Bachelor,UK,Physics,Scholarship871,Need-Based,7000,Bachelor,Canada,Chemistry,0
Person254,2.68,9000,Bachelor,UK,Computer Science,Scholarship254,Need-Based,8000,Master,Australia,Physics,0
Person172,3.18,7500,Master,USA,Medical Science,Scholarship172,Need-Based,4000,PhD,Australia,Electrical Engineering,0
Person2913,2.78,9500,Bachelor,Canada,Chemistry,Scholarship2913,Need-Based,6500,PhD,UK,History,0
Person61,2.59,4000,Master,Canada,Computer Science,Scholarship61,Need-Based,1500,Master,Australia,Finance,0
Person2536,2.85,1000,Bachelor,USA,Computer Science,Scholarship2536,Merit-Based,7000,Master,Australia,Chemistry,0
Person2164,2.92,5500,Master,Australia,Medical Science,Scholarship2164,Merit-Based,6500,PhD,UK,History,0
Person1456,2.91,4500,Bachelor,Australia,Business Administration,Scholarship1456,Merit-Based,3500,Bachelor,UK,Physics,0
Person684,2.74,7000,PhD,UK,Finance,Scholarship684,Need-Based,8500,Master,Australia,Electrical Engineering,0
Person2732,3.75,500,Master,Australia,Medical Science,Scholarship2732,Merit-Based,5000,Bachelor,UK,Physics,0
Person44,3.04,500,Master,Australia,Physics,Scholarship44,Merit-Based,1500,Master,UK,Medical Research,0
Person2912,3.6,7500,Bachelor,Canada,Business Administration,Scholarship2912,Need-Based,5000,Bachelor,USA,Computer Science,0
Person120,3.58,9000,PhD,Canada,Medical Science,Scholarship120,Merit-Based,6500,Bachelor,USA,Physics,0
Person181,2.52,8500,Master,Australia,History,Scholarship181,Need-Based,2500,Master,UK,Electrical Engineering,0
Person1944,3.89,8500,PhD,UK,Medical Science,Scholarship1944,Need-Based,7500,Master,USA,Finance,0
Person911,3.55,7000,Master,Australia,Medical Research,Scholarship911,Need-Based,4000,Master,Australia,Medical Science,0
Person342,3.36,8000,Master,Canada,Medical Science,Scholarship342,Merit-Based,5000,Bachelor,Canada,Physics,0
Person1223,3.24,7500,PhD,Canada,Medical Science,Scholarship1223,Need-Based,6000,Master,Australia,Business Administration,0
Person1876,3.72,500,PhD,USA,Medical Research,Scholarship1876,Merit-Based,9500,Master,Canada,Chemistry,0
Person1810,3.67,2500,Master,Canada,Chemistry,Scholarship1810,Merit-Based,500,Master,Australia,Chemistry,1
Person20,2.89,4500,Master,UK,Computer Science,Scholarship20,Need-Based,5000,PhD,USA,Medical Science,0
Person2104,3.74,1000,PhD,Canada,Medical Science,Scholarship2104,Merit-Based,5000,Bachelor,Australia,Finance,0
Person2967,3.35,7500,PhD,Australia,History,Scholarship2967,Merit-Based,3500,Bachelor,Australia,Finance,0
Person296,2.72,3500,Bachelor,UK,History,Scholarship296,Merit-Based,3000,PhD,Australia,Medical Research,0
Person1681,3.51,6500,Bachelor,Canada,Computer Science,Scholarship1681,Merit-Based,5000,Master,USA,Medical Science,0
Person2753,3.2,9000,Master,Canada,Computer Science,Scholarship2753,Need-Based,7000,Bachelor,UK,Business Administration,0
Person2420,3.51,3000,PhD,Canada,Physics,Scholarship2420,Merit-Based,8500,Bachelor,USA,Physics,0
Person2216,2.51,9500,Master,UK,Finance,Scholarship2216,Merit-Based,8000,Bachelor,USA,Finance,0
Person492,3.79,2500,Bachelor,USA,Medical Science,Scholarship492,Merit-Based,8500,Master,Australia,Computer Science,0
Person1399,3.6,3500,Bachelor,Australia,Electrical Engineering,Scholarship1399,Merit-Based,2000,Bachelor,UK,History,0
Person1132,2.73,9000,Master,UK,Fine Arts,Scholarship1132,Need-Based,8000,Bachelor,UK,History,0
Person2068,3.27,3500,Master,UK,Finance,Scholarship2068,Need-Based,4500,Bachelor,Australia,Fine Arts,0
Person2380,3.46,4000,PhD,Australia,Business Administration,Scholarship2380,Need-Based,3000,PhD,Australia,Business Administration,1
Person2572,2.53,5000,Master,Canada,Medical Research,Scholarship2572,Merit-Based,6000,PhD,USA,Computer Science,0
Person2650,3.43,2000,Bachelor,Australia,Physics,Scholarship2650,Merit-Based,2000,PhD,UK,Electrical Engineering,0
Person219,3.22,5500,Master,USA,Fine Arts,Scholarship219,Merit-Based,7500,PhD,UK,Fine Arts,0
Person2247,2.78,1500,Master,Australia,Electrical Engineering,Scholarship2247,Need-Based,500,Bachelor,Canada,Finance,0
Person149,3.54,3500,Bachelor,UK,History,Scholarship149,Merit-Based,5500,Bachelor,UK,Electrical Engineering,0
Person11,3.4,1500,Master,UK,Business Administration,Scholarship11,Merit-Based,8500,Bachelor,Canada,Physics,0
Person2886,2.56,8500,PhD,Canada,Business Administration,Scholarship2886,Merit-Based,4000,PhD,Canada,Computer Science,0
Person682,2.52,500,Master,Canada,Medical Research,Scholarship682,Need-Based,7500,PhD,UK,Computer Science,0
Person351,3.99,7500,Master,UK,Fine Arts,Scholarship351,Need-Based,4500,Master,Australia,Chemistry,0
Person2387,3.77,4000,Master,Australia,Medical Science,Scholarship2387,Merit-Based,2000,PhD,Australia,Medical Research,0
Person1143,2.85,3000,Master,USA,Fine Arts,Scholarship1143,Merit-Based,7000,Master,USA,Chemistry,0
Person2173,2.69,9000,Master,Australia,Chemistry,Scholarship2173,Merit-Based,6000,Master,UK,Finance,0
Person2227,3.77,1500,PhD,Australia,Medical Research,Scholarship2227,Need-Based,2000,Bachelor,USA,Fine Arts,0
Person1269,2.95,3500,Bachelor,Australia,Business Administration,Scholarship1269,Merit-Based,9500,PhD,USA,Computer Science,0
Person175,2.91,6500,PhD,Australia,Finance,Scholarship175,Merit-Based,4000,Bachelor,Canada,Computer Science,0
Person1180,3.81,2000,Bachelor,Canada,Computer Science,Scholarship1180,Merit-Based,500,Master,USA,Electrical Engineering,0
Person2894,3.01,8000,Bachelor,UK,Physics,Scholarship2894,Need-Based,2000,PhD,USA,Business Administration,0
Person973,2.62,1500,Master,Australia,History,Scholarship973,Merit-Based,2500,Master,USA,Computer Science,0
Person2136,3.9,1000,Bachelor,USA,Finance,Scholarship2136,Need-Based,9500,Bachelor,UK,Electrical Engineering,0
Person957,4.0,3000,Bachelor,UK,Finance,Scholarship957,Merit-Based,8500,Master,Canada,Chemistry,0
Person1217,3.48,2000,PhD,USA,Fine Arts,Scholarship1217,Need-Based,3000,Master,Canada,Medical Science,0
Person818,3.7,6500,Bachelor,USA,History,Scholarship818,Need-Based,1500,Master,Canada,Business Administration,0
Person1473,2.51,1000,Bachelor,UK,History,Scholarship1473,Merit-Based,1500,Bachelor,Australia,Electrical Engineering,0
Person1412,2.92,3500,Bachelor,USA,Fine Arts,Scholarship1412,Merit-Based,4500,PhD,UK,Electrical Engineering,0
Person1808,2.6,8500,Master,USA,Business Administration,Scholarship1808,Need-Based,2500,Master,USA,Chemistry,0
Person2342,3.88,2000,Bachelor,USA,Electrical Engineering,Scholarship2342,Need-Based,8000,Bachelor,UK,Medical Research,0
Person1638,3.68,8500,PhD,Australia,Chemistry,Scholarship1638,Need-Based,4000,PhD,Canada,Electrical Engineering,0
Person2337,3.85,1000,Master,USA,History,Scholarship2337,Merit-Based,9500,Bachelor,UK,Medical Science,0
Person1786,2.59,3500,Master,Australia,Chemistry,Scholarship1786,Merit-Based,7000,Master,Australia,Medical Research,0
Person2958,3.35,9000,PhD,Canada,Physics,Scholarship2958,Need-Based,9500,Master,Australia,Chemistry,0
Person635,3.13,4000,Bachelor,Canada,Physics,Scholarship635,Merit-Based,8500,Master,Canada,Business Administration,0
Person2890,2.86,6500,Bachelor,Australia,Medical Research,Scholarship2890,Merit-Based,1500,PhD,Canada,Physics,0
Person2551,3.37,8000,PhD,UK,Chemistry,Scholarship2551,Need-Based,3000,Bachelor,UK,History,0
Person2020,2.81,6500,Master,Australia,History,Scholarship2020,Need-Based,1000,PhD,Canada,Medical Science,0
Person1394,2.59,3500,Bachelor,Canada,Physics,Scholarship1394,Need-Based,6500,PhD,Canada,Computer Science,0
Person2897,3.54,5500,Master,Canada,Finance,Scholarship2897,Need-Based,1000,Bachelor,Canada,Finance,0
Person2910,2.57,4500,Bachelor,USA,Finance,Scholarship2910,Need-Based,3500,PhD,Canada,History,0
Person2105,3.04,4500,Master,Australia,Fine Arts,Scholarship2105,Merit-Based,7000,PhD,USA,Medical Science,0
Person2705,3.93,5000,Master,Canada,Electrical Engineering,Scholarship2705,Need-Based,4000,Bachelor,USA,Electrical Engineering,0
Person2934,3.2,6500,Bachelor,Australia,Computer Science,Scholarship2934,Need-Based,4500,Bachelor,UK,Medical Research,0
Person1554,2.82,4000,Master,UK,Computer Science,Scholarship1554,Need-Based,8500,Bachelor,Australia,Medical Research,0
Person722,3.02,8500,Master,UK,Chemistry,Scholarship722,Need-Based,3000,PhD,Canada,Chemistry,0
Person1371,3.98,3500,Bachelor,USA,Chemistry,Scholarship1371,Need-Based,7000,Master,USA,Fine Arts,0
Person323,2.67,9500,Master,USA,Chemistry,Scholarship323,Need-Based,3000,PhD,Australia,Physics,0
Person770,3.35,9000,PhD,USA,Business Administration,Scholarship770,Need-Based,8500,Master,Canada,Medical Research,0
Person1102,2.62,7000,PhD,USA,Medical Science,Scholarship1102,Merit-Based,9500,Master,USA,History,0
Person1488,3.73,6500,PhD,Australia,Medical Research,Scholarship1488,Merit-Based,3000,Bachelor,Australia,Fine Arts,0
Person1805,2.86,3500,PhD,UK,Medical Research,Scholarship1805,Merit-Based,7000,Bachelor,Australia,Electrical Engineering,0
Person903,2.91,5000,Master,Canada,Medical Science,Scholarship903,Merit-Based,7500,Bachelor,Canada,Fine Arts,0
Person781,3.8,2500,Bachelor,USA,Physics,Scholarship781,Merit-Based,7500,Bachelor,UK,Medical Science,0
Person2266,2.55,5000,Master,UK,Finance,Scholarship2266,Merit-Based,7500,PhD,USA,Physics,0
Person550,3.95,1000,PhD,Australia,Computer Science,Scholarship550,Need-Based,2500,PhD,Australia,Fine Arts,0
Person1415,3.06,4500,Master,UK,Medical Research,Scholarship1415,Merit-Based,2000,Master,Australia,Chemistry,0
Person618,3.18,8000,PhD,UK,Medical Science,Scholarship618,Merit-Based,3000,PhD,Canada,History,0
Person2849,2.62,5500,PhD,Australia,Physics,Scholarship2849,Need-Based,3000,Bachelor,UK,Physics,0
Person1184,3.93,1500,Bachelor,USA,Medical Research,Scholarship1184,Need-Based,2000,PhD,Australia,Physics,0
Person2745,2.51,9500,Bachelor,UK,Electrical Engineering,Scholarship2745,Need-Based,8500,Master,USA,Medical Research,0
Person1057,3.44,7500,Bachelor,Australia,Computer Science,Scholarship1057,Need-Based,9500,PhD,Australia,History,0
Person1492,3.19,8000,PhD,Canada,Chemistry,Scholarship1492,Need-Based,1000,Bachelor,Australia,Electrical Engineering,0
Person367,3.89,6000,Master,Canada,Medical Science,Scholarship367,Merit-Based,3500,Bachelor,Australia,Medical Science,0
Person110,3.16,7500,PhD,Canada,Computer Science,Scholarship110,Merit-Based,4000,Bachelor,Australia,Fine Arts,0
Person1828,2.83,500,PhD,Canada,Chemistry,Scholarship1828,Merit-Based,8500,Master,USA,Fine Arts,0
Person240,3.7,4000,Bachelor,USA,Chemistry,Scholarship240,Need-Based,2000,PhD,Australia,Physics,0
Person1545,3.34,5500,Bachelor,USA,Business Administration,Scholarship1545,Merit-Based,8500,Bachelor,Canada,Chemistry,0
Person2413,3.84,5500,Bachelor,Canada,Computer Science,Scholarship2413,Need-Based,1500,PhD,USA,Chemistry,0
Person325,3.5,4000,PhD,Australia,Computer Science,Scholarship325,Need-Based,4500,PhD,USA,Business Administration,0
Person844,3.61,8000,Bachelor,Canada,Fine Arts,Scholarship844,Need-Based,6500,Master,Australia,History,0
Person2461,3.47,6000,Bachelor,Australia,History,Scholarship2461,Need-Based,3500,Master,Australia,Finance,0
Person471,3.85,7500,Bachelor,UK,Medical Research,Scholarship471,Need-Based,5000,Master,UK,Medical Science,0
Person2915,3.1,3000,PhD,Canada,Business Administration,Scholarship2915,Need-Based,6000,Bachelor,USA,History,0
Person193,2.94,4000,Master,Australia,Medical Research,Scholarship193,Need-Based,4000,Bachelor,UK,History,0
Person2832,2.68,7500,Bachelor,USA,Finance,Scholarship2832,Need-Based,2000,PhD,UK,Computer Science,0
Person1255,2.58,3500,Master,Canada,Fine Arts,Scholarship1255,Merit-Based,3000,Master,Canada,Medical Science,0
Person43,3.45,500,PhD,UK,Business Administration,Scholarship43,Need-Based,4000,Master,Australia,Finance,0
Person282,3.4,8000,Bachelor,Canada,History,Scholarship282,Merit-Based,1500,PhD,USA,Fine Arts,0
Person1474,3.33,5500,Master,USA,Medical Science,Scholarship1474,Need-Based,4000,PhD,Canada,Medical Research,0
Person1002,2.95,9000,Master,Canada,Physics,Scholarship1002,Need-Based,8000,Master,USA,Chemistry,0
Person681,3.09,6500,Master,USA,Medical Research,Scholarship681,Merit-Based,500,PhD,USA,Physics,0
Person507,2.76,7500,Bachelor,Canada,Medical Research,Scholarship507,Merit-Based,3000,PhD,UK,History,0
Person1857,2.86,5000,PhD,Canada,History,Scholarship1857,Merit-Based,5000,Bachelor,Australia,Computer Science,0
Person764,2.81,500,Bachelor,USA,Medical Research,Scholarship764,Merit-Based,3500,PhD,Canada,Business Administration,0
Person2562,2.62,6000,PhD,Canada,Physics,Scholarship2562,Need-Based,8500,Bachelor,USA,History,0
Person1763,3.3,1500,Bachelor,UK,Finance,Scholarship1763,Merit-Based,8000,PhD,USA,Physics,0
Person705,3.07,500,Master,Australia,Medical Science,Scholarship705,Need-Based,8500,Bachelor,USA,Electrical Engineering,0
Person2053,3.98,2000,PhD,USA,Finance,Scholarship2053,Need-Based,4000,Bachelor,Canada,Computer Science,0
Person875,3.82,3000,Bachelor,USA,Computer Science,Scholarship875,Need-Based,4500,Bachelor,Canada,Finance,0
Person2445,3.85,4000,PhD,Australia,Medical Science,Scholarship2445,Need-Based,4500,Bachelor,Canada,Computer Science,0
Person2785,3.59,3000,Bachelor,USA,Fine Arts,Scholarship2785,Merit-Based,8500,Bachelor,USA,Business Administration,0
Person1848,2.53,5500,PhD,Canada,Medical Research,Scholarship1848,Merit-Based,7000,Bachelor,UK,Medical Research,0
Person1055,2.77,4000,Master,Australia,Medical Research,Scholarship1055,Need-Based,9500,Master,Canada,Fine Arts,0
Person1490,3.35,7500,Bachelor,Canada,Electrical Engineering,Scholarship1490,Merit-Based,4500,Bachelor,UK,Physics,0
Person1335,3.06,1500,PhD,USA,Chemistry,Scholarship1335,Need-Based,7000,PhD,Australia,History,0
Person12,3.07,4000,Bachelor,Canada,Electrical Engineering,Scholarship12,Merit-Based,3000,Bachelor,UK,Physics,0
Person1724,3.42,1500,Master,Australia,Medical Science,Scholarship1724,Need-Based,500,Bachelor,UK,Medical Science,0
Person609,3.22,3500,Master,USA,Electrical Engineering,Scholarship609,Need-Based,7000,Master,Australia,Computer Science,0
